Strain name,Amikacin,Tobramycin,Gentamicin,Imipenem,Meropenem,Doripenem,Ciprofloxacin,Levofloxacin,Piperacillin/ tazobactam,Ticarcillin/clavulanic acid,Cefotaxime,Ceftriaxone,Ceftazidime,Cefepime,Trimethoprim/ sulfamethoxazole,Ampicillin/ sulbactam,Colistin,Polymyxin B,Tetracycline,Minocycline,Piperacillin
Acinetobacterbaumanniistrainmrsn7130,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7132,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7133,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7138,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7139,Intermediate,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7140,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7142,Intermediate,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7143,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7145,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7146,Intermediate,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7148,Susceptible,Intermediate,Intermediate,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,Intermediate,Intermediate,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7150,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,Intermediate,Intermediate,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7156,Intermediate,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7157,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7158,Susceptible,Susceptible,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7159,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7162,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7163,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7164,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7165,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7166,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7168,Intermediate,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7169,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7171,Intermediate,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7172,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7175,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7181,Susceptible,Susceptible,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7183,Intermediate,Susceptible,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7185,Susceptible,Intermediate,Intermediate,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7186,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7189,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7202,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7206,Susceptible,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,Intermediate,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7208,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7209,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7211,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7212,Susceptible,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7213,Susceptible,Resistant,Resistant,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Resistant,Resistant,Susceptible,Susceptible,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7214,Intermediate,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Susceptible,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7216,Susceptible,Intermediate,Intermediate,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7219,Susceptible,Susceptible,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7221,Susceptible,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7222,Susceptible,Intermediate,Intermediate,Resistant,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Susceptible,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7224,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7226,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7227,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7228,Susceptible,Susceptible,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7229,Intermediate,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7231,Susceptible,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,Intermediate,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7232,Susceptible,Susceptible,Intermediate,Resistant,NA,NA,Intermediate,Resistant,NA,NA,Intermediate,Intermediate,Resistant,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7234,Susceptible,Susceptible,Resistant,Resistant,NA,NA,Resistant,Intermediate,NA,NA,Intermediate,Resistant,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7235,Susceptible,Susceptible,Intermediate,Resistant,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Susceptible,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7236,Susceptible,Susceptible,Intermediate,Resistant,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Resistant,NA,Susceptible,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7237,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7239,Susceptible,Susceptible,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7240,Intermediate,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7241,Susceptible,Susceptible,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7243,Intermediate,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7245,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7247,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7248,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7249,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,Intermediate,NA,Susceptible,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7250,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7252,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7253,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7255,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7256,Susceptible,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7258,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7259,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7261,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7262,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7263,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7267,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7269,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Susceptible,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7270,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7272,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Susceptible,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7274,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7277,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Susceptible,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7278,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7280,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7282,Susceptible,Susceptible,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7285,Intermediate,Intermediate,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7286,Susceptible,Susceptible,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7289,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7290,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7291,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7293,Intermediate,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7294,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7295,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7296,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7297,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7298,Intermediate,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7299,Susceptible,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7301,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7303,Susceptible,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7308,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7311,Susceptible,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7316,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7318,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7321,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7322,Susceptible,Susceptible,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7323,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7325,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,Intermediate,Intermediate,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7326,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7327,Intermediate,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7331,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7336,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7338,Intermediate,Susceptible,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7342,Intermediate,Susceptible,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
