Strain name,Amikacin,Tobramycin,Gentamicin,Imipenem,Meropenem,Doripenem,Ciprofloxacin,Levofloxacin,Piperacillin/ tazobactam,Ticarcillin/clavulanic acid,Cefotaxime,Ceftriaxone,Ceftazidime,Cefepime,Trimethoprim/ sulfamethoxazole,Ampicillin/ sulbactam,Colistin,Polymyxin B,Tetracycline,Minocycline,Piperacillin
Acinetobacterbaumanniistrainmrsn7500,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7503,Susceptible,Susceptible,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7504,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7505,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7506,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7508,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7509,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7510,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7511,Susceptible,Susceptible,Resistant,Strain could not be classified,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7512,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7515,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7517,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7518,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7520,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7521,Resistant,Resistant,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7524,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7525,Resistant,Resistant,Resistant,Strain could not be classified,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7526,Resistant,Resistant,Resistant,Strain could not be classified,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7531,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7532,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7535,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7539,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7543,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7544,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7545,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7547,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7548,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7549,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7550,Resistant,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7551,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7555,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7557,Resistant,Resistant,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7558,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7563,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7564,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7565,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7566,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7567,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7568,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7569,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7571,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7577,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7578,Resistant,Resistant,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7579,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7580,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7582,Resistant,Resistant,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7585,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7586,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7588,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7590,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7591,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7593,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7594,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7597,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7598,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7600,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7604,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7607,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7610,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7611,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7612,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7617,Resistant,Susceptible,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7618,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7619,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7626,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7628,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7631,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7636,Resistant,Susceptible,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7637,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7639,Resistant,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7640,Resistant,Resistant,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7642,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7643,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7644,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7646,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7647,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7648,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7649,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7653,Resistant,Resistant,Resistant,Strain could not be classified,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7654,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7655,Susceptible,Susceptible,Susceptible,Susceptible,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7657,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7658,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7659,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7662,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7667,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7668,Susceptible,Susceptible,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7669,Resistant,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7670,Resistant,Resistant,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7671,Resistant,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7672,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7673,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7674,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7675,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7676,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7677,Resistant,Susceptible,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7678,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7679,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7683,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7684,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7686,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7689,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7693,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
